from_id,to_id
SMPLTRD00001|1,202604
SMPLTRD00002|1,202604
SMPLTRD00003|1,202604
SMPLTRD00004|1,202604
SMPLTRD00005|1,202604
SMPLTRD00006|1,202604
SMPLTRD00007|1,202604
SMPLTRD00008|1,202604
SMPLTRD00009|1,202604
SMPLTRD00010|1,202604
SMPLTRD00011|1,202604
SMPLTRD00012|1,202604
SMPLTRD00013|1,202604
SMPLTRD00014|1,202604
SMPLTRD00015|1,202604
SMPLTRD00016|1,202604
SMPLTRD00017|1,202604
SMPLTRD00018|1,202604
SMPLTRD00019|1,202604
SMPLTRD00020|1,202605
SMPLTRD00021|1,202605
SMPLTRD00022|1,202605
SMPLTRD00023|1,202605
SMPLTRD00024|1,202605
SMPLTRD00025|1,202605
SMPLTRD00026|1,202605
SMPLTRD00027|1,202605
SMPLTRD00028|1,202605
SMPLTRD00029|1,202605
SMPLTRD00030|1,202605
SMPLTRD00031|1,202605
SMPLTRD00032|1,202605
SMPLTRD00033|1,202605
SMPLTRD00034|1,202605
SMPLTRD00035|1,202605
SMPLTRD00036|1,202605
SMPLTRD00037|1,202605
SMPLTRD00038|1,202606
SMPLTRD00039|1,202606
SMPLTRD00040|1,202606
SMPLTRD00041|1,202606
SMPLTRD00042|1,202606
SMPLTRD00043|1,202606
SMPLTRD00044|1,202606
SMPLTRD00045|1,202606
SMPLTRD00046|1,202606
SMPLTRD00047|1,202606
SMPLTRD00048|1,202606
SMPLTRD00049|1,202606
SMPLTRD00050|1,202606
SMPLTRD00051|1,202606
SMPLTRD00052|1,202606
SMPLTRD00053|1,202606
SMPLTRD00054|1,202606
SMPLTRD00055|1,202606
SMPLTRD00056|1,202606
SMPLTRD00057|1,202606
SMPLTRD00058|1,202606
SMPLTRD00059|1,202606
SMPLTRD00060|1,202606
SMPLTRD00061|1,202606
SMPLTRD00062|1,202606
SMPLTRD00063|1,202604
SMPLTRD00064|1,202604
SMPLTRD00065|1,202604
SMPLTRD00066|1,202604
SMPLTRD00067|1,202604
SMPLTRD00068|1,202604
SMPLTRD00069|1,202604
SMPLTRD00070|1,202604
SMPLTRD00071|1,202604
SMPLTRD00072|1,202604
SMPLTRD00073|1,202604
SMPLTRD00074|1,202604
SMPLTRD00075|1,202604
SMPLTRD00076|1,202604
SMPLTRD00077|1,202604
SMPLTRD00078|1,202604
SMPLTRD00079|1,202604
SMPLTRD00080|1,202604
SMPLTRD00081|1,202604
SMPLTRD00082|1,202604
SMPLTRD00083|1,202604
SMPLTRD00084|1,202604
SMPLTRD00085|1,202605
SMPLTRD00086|1,202605
SMPLTRD00087|1,202605
SMPLTRD00088|1,202605
SMPLTRD00089|1,202605
SMPLTRD00090|1,202605
SMPLTRD00091|1,202605
SMPLTRD00092|1,202605
SMPLTRD00093|1,202605
SMPLTRD00094|1,202605
SMPLTRD00095|1,202605
SMPLTRD00096|1,202605
SMPLTRD00097|1,202605
SMPLTRD00098|1,202605
SMPLTRD00099|1,202605
SMPLTRD00100|1,202605
SMPLTRD00101|1,202605
SMPLTRD00102|1,202605
SMPLTRD00103|1,202605
SMPLTRD00104|1,202605
SMPLTRD00105|1,202605
SMPLTRD00106|1,202606
SMPLTRD00107|1,202606
SMPLTRD00108|1,202606
SMPLTRD00109|1,202606
SMPLTRD00110|1,202606
SMPLTRD00111|1,202606
SMPLTRD00112|1,202606
SMPLTRD00113|1,202606
SMPLTRD00114|1,202606
SMPLTRD00115|1,202606
SMPLTRD00116|1,202606
SMPLTRD00117|1,202606
SMPLTRD00118|1,202606
SMPLTRD00119|1,202606
SMPLTRD00120|1,202606
SMPLTRD00121|1,202606
SMPLTRD00122|1,202606
SMPLTRD00123|1,202606
SMPLTRD00124|1,202606
SMPLTRD00125|1,202606
SMPLTRD00126|1,202606
SMPLTRD00127|1,202606
SMPLTRD00128|1,202606
SMPLTRD00129|1,202606
SMPLTRD00130|1,202606
SMPLTRD00131|1,202606
SMPLTRD00132|1,202606
SMPLTRD00133|1,202606
SMPLTRD00134|1,202604
SMPLTRD00135|1,202604
SMPLTRD00136|1,202604
SMPLTRD00137|1,202604
SMPLTRD00138|1,202604
SMPLTRD00139|1,202604
SMPLTRD00140|1,202604
SMPLTRD00141|1,202604
SMPLTRD00142|1,202604
SMPLTRD00143|1,202604
SMPLTRD00144|1,202604
SMPLTRD00145|1,202604
SMPLTRD00146|1,202604
SMPLTRD00147|1,202604
SMPLTRD00148|1,202604
SMPLTRD00149|1,202604
SMPLTRD00150|1,202604
SMPLTRD00151|1,202604
SMPLTRD00152|1,202604
SMPLTRD00153|1,202604
SMPLTRD00154|1,202604
SMPLTRD00155|1,202604
SMPLTRD00156|1,202604
SMPLTRD00157|1,202604
SMPLTRD00158|1,202604
SMPLTRD00159|1,202604
SMPLTRD00160|1,202604
SMPLTRD00161|1,202605
SMPLTRD00162|1,202605
SMPLTRD00163|1,202605
SMPLTRD00164|1,202605
SMPLTRD00165|1,202605
SMPLTRD00166|1,202605
SMPLTRD00167|1,202605
SMPLTRD00168|1,202605
SMPLTRD00169|1,202605
SMPLTRD00170|1,202605
SMPLTRD00171|1,202605
SMPLTRD00172|1,202605
SMPLTRD00173|1,202605
SMPLTRD00174|1,202605
SMPLTRD00175|1,202605
SMPLTRD00176|1,202605
SMPLTRD00177|1,202605
SMPLTRD00178|1,202605
SMPLTRD00179|1,202605
SMPLTRD00180|1,202605
SMPLTRD00181|1,202605
SMPLTRD00182|1,202605
SMPLTRD00183|1,202605
SMPLTRD00184|1,202605
SMPLTRD00185|1,202605
SMPLTRD00186|1,202606
SMPLTRD00187|1,202606
SMPLTRD00188|1,202606
SMPLTRD00189|1,202606
SMPLTRD00190|1,202606
SMPLTRD00191|1,202606
SMPLTRD00192|1,202606
SMPLTRD00193|1,202606
SMPLTRD00194|1,202606
SMPLTRD00195|1,202606
SMPLTRD00196|1,202606
SMPLTRD00197|1,202606
SMPLTRD00198|1,202606
SMPLTRD00199|1,202606
SMPLTRD00200|1,202606
SMPLTRD00201|1,202606
SMPLTRD00202|1,202606
SMPLTRD00203|1,202606
SMPLTRD00204|1,202606
SMPLTRD00205|1,202606
SMPLTRD00206|1,202606
SMPLTRD00207|1,202606
SMPLTRD00208|1,202606
SMPLTRD00209|1,202606
SMPLTRD00210|1,202606
SMPLTRD00211|1,202606
SMPLTRD00212|1,202606
SMPLTRD00213|1,202606
SMPLTRD00214|1,202606
SMPLTRD00215|1,202606
SMPLTRD00216|1,202606
SMPLTRD00217|1,202606
